name,county_name,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_25_to_44_years,householder_45_to_64_years,householder_65_years_and_over,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
92629,Orange,Dana Point,13027074,99838,146061,65111,21.7%,49821,103951,114056,77242,11843,1156,1927,1525,1325,1955,1385,2570,26877,5343.6,49.6,33.1%,20.9%,3.0%,4.3%,14174,895800
92630,Orange,Lake Forest,24678186,97554,126168,45609,16.3%,68594,108445,119446,64941,20806,2227,2705,2822,2830,3845,2988,3389,59403,6234.4,41.2,29.2%,14.6%,5.9%,4.1%,21796,622700
92646,Orange,Huntington Beach,21217293,98882,121982,47546,16.3%,44861,121120,118397,72862,21205,2117,2676,2948,3005,4568,2442,3449,55870,6820.0,46.5,26.9%,16.7%,3.6%,4.3%,22298,762400
92647,Orange,Huntington Beach; Midway City,20066871,87237,107414,38419,11.9%,58164,91870,101380,61852,21452,2398,3347,3484,3165,4494,2017,2547,62199,8027.9,36.5,22.8%,13.3%,7.5%,4.5%,22287,688400
92648,Orange,Huntington Beach,20822799,95857,136946,59206,18.0%,63523,100042,108488,75612,19540,2227,2866,2271,2709,4001,1941,3525,46228,5749.9,43.2,28.9%,16.8%,2.4%,3.9%,21182,920500
92649,Orange,Huntington Beach; Seal Beach,19801434,100341,131623,54806,17.5%,80506,108036,118952,78086,14339,1695,1580,1750,2122,2842,1835,2515,35278,4614.3,45.0,27.6%,19.7%,6.0%,4.5%,15214,790400
92651,Orange,Aliso Viejo; Laguna Beach; Newport Beach,50398996,132222,215188,95495,35.3%,21974,124890,160093,118070,10904,983,1128,1059,1220,1573,1093,3848,24800,1274.5,52.2,36.3%,30.7%,2.4%,5.8%,14134,1890000
92653,Orange,Aliso Viejo; Laguna Hills; Laguna Niguel; Mission Viejo,17361999,101735,148950,52732,21.2%,72250,109375,120579,76563,10308,1030,1370,1267,1310,1884,1265,2182,30012,4477.1,42.6,32.3%,18.4%,4.7%,3.8%,10747,722300
92656,Orange,Aliso Viejo; Laguna Hills; Laguna Woods,21314080,111690,133947,50218,17.8%,40141,125458,121357,70845,19244,1603,1937,2175,2488,4512,3097,3432,52268,6351.4,38.0,36.6%,19.4%,2.9%,3.9%,20393,626400
92660,Orange,Irvine; Newport Beach,25301717,123955,198667,85281,30.2%,51406,132944,160779,92308,15062,1794,1720,1034,1623,2485,1857,4549,35446,3628.4,45.5,40.4%,27.3%,6.2%,4.0%,16957,1668800
92672,Orange,San Clemente,20588424,87455,127799,53883,18.4%,58167,93631,103500,69513,14113,1832,2194,1960,1863,2348,1313,2603,34218,4304.6,44.9,31.5%,15.1%,3.2%,4.6%,17032,911700
92673,Orange,San Clemente; San Juan Capistrano,30067172,151007,188148,63979,35.6%,73421,192572,172206,85802,10319,732,848,862,858,1791,1554,3674,30768,2650.4,43.2,33.3%,23.1%,2.2%,4.1%,10904,902800
92675,Orange,Dana Point; Ladera Ranch; San Juan Capistrano,90413502,94429,142957,49400,20.2%,100000,101898,117686,65201,13155,1565,1827,1816,1786,2117,1386,2658,38803,1111.6,40.8,24.1%,14.2%,4.6%,3.2%,14242,731600
92677,Orange,Aliso Viejo; Laguna Beach; Laguna Hills; Laguna Niguel; Mission Viejo; San Juan Capistrano,43249765,108252,151673,59476,23.1%,59784,103807,133352,82834,25550,2648,3188,3182,2781,4731,3118,5902,66314,3971.2,45.1,32.8%,20.6%,4.9%,4.0%,27695,827100
92679,Orange,Coto de Caza; Lake Forest; Mission Viejo; Rancho Santa Margarita,58575875,175027,224861,75830,41.8%,54837,164643,190762,137259,10863,435,529,834,837,1881,1808,4539,32657,1444.0,43.5,37.6%,23.2%,2.3%,3.5%,11249,890700
92683,Orange,Garden Grove; Westminster,25909717,62617,89346,28692,8.7%,38088,70303,80352,40401,27634,6108,5249,4182,3138,4102,2461,2394,91105,9107.0,41.8,19.6%,7.4%,13.4%,5.3%,28494,603800
92688,Orange,Ladera Ranch; Las Flores; Rancho Santa Margarita,28239605,116064,137083,49619,19.4%,50625,120858,135321,52384,15984,1285,1499,1974,2033,3324,2761,3108,44832,4111.8,37.4,34.4%,16.2%,3.6%,3.3%,16406,627700
92691,Orange,Lake Forest; Mission Viejo,22798304,117517,137319,47834,18.3%,60625,124304,138539,81458,17050,1329,1837,1921,2125,3792,2933,3113,50839,5775.5,43.5,30.8%,14.5%,2.8%,3.7%,17594,670800
92692,Orange,Ladera Ranch; Mission Viejo; Rancho Santa Margarita,25516944,117828,144437,54715,22.3%,54000,137862,141291,78814,17421,1595,1765,1853,2113,3554,2657,3884,46800,4750.2,47.3,33.2%,19.4%,4.1%,5.1%,18437,722500
92701,Orange,Santa Ana,8464671,52372,65797,17064,2.7%,78929,51519,62014,25152,13209,2802,3496,2782,1464,1767,536,362,55058,16846.4,29.5,7.9%,3.0%,18.4%,4.6%,13683,448100
92703,Orange,Garden Grove; Santa Ana,10697292,61584,77983,17130,3.8%,35486,63338,65601,50463,13575,1880,3244,3038,1746,2377,775,515,69112,16733.1,32.0,7.4%,2.6%,15.1%,6.7%,13927,442600
92704,Orange,Santa Ana,19454598,69272,86316,21358,4.8%,53651,60703,79633,58763,20018,2416,4371,3920,2848,3471,2030,962,88321,11758.2,32.9,12.2%,4.2%,11.6%,4.5%,20516,477800
92705,Orange,North Tustin; Orange; Santa Ana; Tustin,29931652,108786,150753,48363,23.5%,76786,87955,142318,103606,14738,1239,1902,1948,1647,2716,1823,3463,47298,4092.7,39.2,26.0%,15.9%,5.8%,3.2%,15577,861400
92706,Orange,Garden Grove; Orange; Santa Ana,9161338,70201,94923,26255,8.7%,44938,61361,82451,55291,9355,1161,2035,1985,943,1454,963,814,35748,10106.3,33.2,12.8%,7.5%,13.1%,7.6%,9579,626000
92707,Orange,Santa Ana,12956927,77505,90005,22208,4.7%,42742,75248,87713,61901,13801,1553,2550,2476,2331,2899,1337,655,60831,12159.6,31.8,11.3%,3.5%,10.7%,4.4%,14195,472100
92708,Orange,Fountain Valley,23697051,92301,117720,40378,15.0%,48365,98672,110795,62996,18756,2388,2442,2610,2768,3714,2021,2813,56953,6224.7,44.2,29.2%,14.0%,5.0%,4.1%,19235,734500
92780,Orange,North Tustin; Tustin,18112940,75378,97175,31915,9.3%,59289,77458,85412,50769,18547,2215,3381,3605,2892,3175,1555,1724,59499,8507.8,33.8,23.9%,10.7%,8.2%,4.0%,19462,590300
92801,Orange,Anaheim; Fullerton,16255447,63046,78261,22873,3.5%,55192,65097,68403,34343,17921,3235,3965,3513,2625,2686,1263,634,66594,10610.5,32.2,15.1%,4.2%,13.1%,5.9%,18924,469100
92802,Orange,Anaheim,11778382,60170,76316,22600,3.3%,36902,65642,63413,40904,11527,2144,2690,2007,1607,1825,871,383,42016,9239.0,33.7,14.2%,4.4%,17.2%,6.2%,12185,523600
92804,Orange,Anaheim; Garden Grove; Stanton,18154797,65786,83809,25020,5.6%,45701,66342,81208,47071,24954,4294,5297,4224,3849,4109,1791,1390,89915,12827.4,34.6,17.5%,4.7%,11.2%,4.7%,26106,549000
92805,Orange,Anaheim,16355825,66253,80892,22919,5.0%,64071,65812,71944,46417,19611,3079,4016,4314,2589,3602,1024,987,74478,11793.8,31.0,14.2%,4.8%,14.8%,5.4%,20821,499600
92806,Orange,Anaheim; Fullerton; Orange,20082612,68973,86479,28790,4.9%,32120,78797,81404,45324,12339,1751,2452,2287,1776,2193,1275,605,39442,5086.7,34.4,19.0%,7.6%,9.6%,4.5%,13081,576800
92807,Orange,Anaheim; Orange; Yorba Linda,28731324,113323,135147,48654,20.1%,68026,118079,131689,86818,12437,810,1541,1579,1528,3010,1473,2496,35687,3217.0,44.9,26.6%,15.0%,3.0%,4.7%,12788,681700
92808,Orange,Anaheim; Yorba Linda,13201761,128378,150282,55119,22.1%,30682,143068,141860,80972,7435,529,484,722,799,1777,1482,1642,20483,4018.5,42.7,33.1%,21.8%,3.2%,3.6%,7552,717700
92821,Orange,Brea,27349589,91531,112103,42498,13.3%,73667,97929,103823,60019,13750,1363,1853,2143,2119,3093,1353,1826,37712,3571.3,39.8,27.5%,15.8%,4.8%,5.2%,14286,640900
92831,Orange,Fullerton,15476266,70725,95826,33436,8.9%,25000,74003,95781,70211,12438,1969,2172,2372,1616,2056,1151,1102,37359,6252.1,29.1,27.4%,15.5%,7.2%,7.3%,13338,643600
92832,Orange,Fullerton,7263451,65455,84388,28287,5.5%,44191,78958,68688,42663,8322,1532,1653,1441,1095,1401,744,456,25837,9212.9,33.6,21.1%,10.1%,13.0%,7.6%,8776,555800
92833,Orange,Fullerton,18965368,82465,103997,33715,10.9%,46629,90067,92695,64088,16310,1881,2784,2659,2370,3151,1693,1772,52435,7160.7,37.6,27.4%,14.4%,6.1%,6.7%,16733,634900
92835,Orange,Brea; Fullerton,15599363,113345,148589,55036,24.7%,32721,116345,163466,69268,8513,788,1051,1239,752,1464,1118,2101,23528,3906.4,45.0,30.3%,24.3%,3.7%,3.6%,8969,770500
92840,Orange,Garden Grove,13476528,72926,88166,26121,6.5%,76875,72894,84593,45685,15065,2266,2818,2641,2345,2868,1143,984,54735,10519.3,36.6,16.4%,5.8%,9.8%,4.1%,15502,531100
92841,Orange,Garden Grove; Stanton,11598541,62339,81212,24338,5.8%,35000,61508,76652,41615,9384,1891,1813,1804,1232,1367,736,541,33754,7537.4,39.1,16.6%,4.8%,15.0%,5.2%,9668,567600
92843,Orange,Garden Grove,10081247,63248,78513,21556,5.2%,74741,65577,70556,40822,11833,2125,2250,2517,1898,1650,775,618,46873,12042.2,37.4,13.9%,3.0%,11.3%,3.8%,12104,515100
92844,Orange,Garden Grove; Westminster,5498336,58463,76018,23738,6.0%,38409,66895,61444,34196,6713,1504,1531,1013,889,920,450,406,23189,10923.2,40.7,17.3%,4.8%,16.7%,6.1%,6931,485500
92866,Orange,Orange; Santa Ana,5003332,74331,97384,35997,7.7%,24770,90349,89091,47034,5418,1030,571,1154,749,1011,485,418,15574,8061.9,34.4,24.0%,10.3%,10.7%,2.1%,5800,651200
92867,Orange,Orange; Villa Park,20592758,95591,129078,38681,17.4%,23375,92101,111851,74185,12944,1362,1940,1915,1665,2375,1436,2251,44655,5616.3,34.3,25.8%,13.6%,7.5%,4.7%,13311,701600
92868,Orange,Garden Grove; Orange,8637187,64949,84083,27302,4.7%,46413,70066,81711,32469,8061,1303,1457,1858,952,1560,550,381,27072,8117.9,31.9,20.9%,7.6%,10.3%,6.3%,8474,480700
92870,Orange,Anaheim; Placentia,17553300,94908,113231,37662,13.2%,77955,105120,115601,58143,17177,1730,2579,2673,2015,3516,2399,2265,53600,7908.7,37.5,25.2%,13.9%,6.0%,4.1%,17632,630300
92879,Riverside,Corona; Home Gardens,26002770,69801,86127,27775,6.3%,38821,63818,86474,44226,14255,2240,2930,2530,2034,2440,1186,895,47872,4768.3,34.4,15.6%,6.8%,11.1%,4.7%,14841,413400
92880,Riverside; San Bernardino,Chino; Corona; Eastvale,64372560,107076,127147,33721,15.3%,30444,110702,119714,60915,17384,1365,2092,2361,1999,4024,2887,2656,69656,2802.6,33.3,23.5%,12.0%,4.9%,4.9%,18250,549300
92882,Riverside,Corona; Coronita,66654080,80424,97751,30493,9.3%,35909,76961,103144,51851,21310,2768,3711,3675,2523,4454,2190,1989,73250,2846.3,35.1,18.2%,7.7%,7.9%,5.4%,21936,463600
92887,Orange,Anaheim; Yorba Linda,24726678,139872,174601,60719,29.5%,58750,121795,178229,96500,6847,377,819,536,638,1324,1134,2019,20012,2096.2,45.2,37.6%,23.0%,3.6%,3.5%,7029,891500
93001,Santa Barbara; Ventura,San Buenaventura (Ventura),531334846,68356,88438,35875,6.6%,41984,68050,72003,68224,12694,2167,2535,2207,2123,2004,823,835,32396,157.9,38.2,20.9%,12.4%,8.5%,4.8%,14199,589800
93003,Ventura,San Buenaventura (Ventura),53298195,78899,100468,38926,9.6%,26429,86949,90885,61986,19247,2513,3347,3229,2644,3805,1852,1857,51629,2508.9,40.0,22.4%,14.7%,4.5%,5.0%,20403,567600
93010,Ventura,Camarillo,57323539,93534,121128,43642,14.6%,41780,95260,115720,82083,16042,1848,2088,2414,2236,3243,1875,2338,46063,2081.2,39.0,24.2%,15.9%,5.1%,4.2%,16726,635800
93013,Santa Barbara; Ventura,Carpinteria; Summerland; Toro Canyon,147481502,81216,132545,50145,17.0%,157710,86950,82813,69167,6213,784,1062,1058,708,929,615,1057,16652,292.4,44.9,23.5%,13.6%,4.1%,4.9%,7745,793200
93021,Ventura,Moorpark; Simi Valley; Thousand Oaks,122410395,107363,140256,45576,21.5%,78958,111679,131296,71103,12141,823,1316,1572,1725,2592,1499,2614,38581,816.3,38.8,28.3%,15.4%,2.7%,4.6%,12665,636800
93030,Ventura,Oxnard,36314274,73093,86950,23735,5.2%,53065,77759,82551,41239,14617,2025,3234,2299,2199,2709,1386,765,58422,4166.7,32.4,13.2%,4.3%,11.8%,6.4%,15562,478000
93033,Ventura,Oxnard,75924089,63204,74403,17308,2.9%,49583,60982,72537,48393,17217,2364,4316,3548,2753,2882,855,499,84701,2889.4,30.4,8.5%,1.8%,15.7%,5.6%,17906,402100
93035,Ventura,Channel Islands Beach; Oxnard,10501578,92109,112795,40130,10.0%,51419,85797,103009,77797,9929,852,1413,1972,1107,2194,1396,995,29354,7239.5,41.9,20.0%,11.8%,3.2%,6.1%,12071,573200
93036,Ventura,El Rio; Oxnard,40401231,77158,93363,27018,8.4%,54028,82803,85325,58140,13074,1614,2435,2236,2103,2501,1088,1097,48162,3087.5,31.3,15.5%,6.6%,10.1%,6.3%,13801,477700
93041,Ventura,Oxnard; Port Hueneme,28752318,63387,72837,24631,2.5%,47560,66316,78067,50893,7111,1237,1485,1503,1192,1201,315,178,24208,2180.6,32.0,13.8%,6.2%,8.9%,5.1%,8524,412200
93060,Ventura,Santa Paula,307977481,62789,79462,23832,4.1%,45066,58356,77023,48380,9622,1657,2105,1895,1593,1444,536,392,33773,284.0,32.7,10.3%,5.3%,11.4%,7.1%,10220,396700
93063,Ventura,Santa Susana; Simi Valley,85371518,96400,117098,41018,12.7%,78500,106215,120066,49493,18980,1985,2986,2384,2489,3993,2736,2407,56458,1712.8,41.7,21.8%,9.8%,4.5%,4.4%,19631,567500
93065,Ventura,Simi Valley,82007751,101102,127856,44090,15.3%,63921,107747,118039,64776,23881,2039,2863,3271,3600,5331,3133,3644,71832,2268.6,40.0,23.6%,11.7%,3.8%,4.6%,24803,601500
93101,Santa Barbara,Santa Barbara,8883516,60612,84575,35930,8.2%,34738,65638,74565,44746,13100,2663,2632,2663,1357,1905,807,1073,31371,9146.2,34.4,23.5%,15.5%,10.0%,3.8%,14114,892300
93103,Santa Barbara,Mission Canyon; Montecito; Santa Barbara,13568565,92101,128931,49527,21.8%,61629,88929,126941,77051,7749,922,976,1332,788,1185,853,1693,20538,3920.3,36.1,24.3%,22.1%,5.4%,2.5%,8268,1040400
93105,Santa Barbara,Mission Canyon; Santa Barbara,251560744,94556,131497,54396,21.2%,77891,97477,111610,80957,11655,1405,1563,1614,1580,1869,1157,2467,28545,293.9,46.4,35.4%,23.4%,4.3%,4.3%,12318,1089900
93108,Santa Barbara,Montecito; Santa Barbara; Summerland; Toro Canyon,54915708,149829,263582,104742,42.2%,210432,121346,161495,149500,4052,430,354,297,242,708,310,1711,10401,490.5,52.5,34.3%,37.0%,4.8%,8.8%,5276,2000001
93109,Santa Barbara,Santa Barbara,8766878,90341,131699,56549,20.1%,43879,136920,111875,47394,4543,682,1032,423,318,712,462,914,10771,3182.1,45.5,32.3%,26.6%,5.6%,6.4%,5068,1220100
93111,Santa Barbara,Goleta,20992318,109561,140856,51361,19.6%,51520,120403,133264,84432,6166,536,774,741,792,1258,857,1208,17329,2138.0,44.8,28.8%,22.4%,3.3%,3.3%,6627,897800
93117,Santa Barbara,Goleta; Isla Vista; Santa Barbara,440497375,66151,91067,27717,9.2%,22386,84622,113813,80234,16059,3834,2860,1962,1487,3073,1358,1485,58546,344.2,22.1,26.4%,23.9%,5.4%,9.3%,17116,812200
93202,Kings,Armona,2008657,50590,57527,16604,0.0%,45969,50417,52070,55865,1162,227,333,261,199,121,21,0,4273,5509.7,27.4,6.4%,4.1%,18.2%,8.4%,1239,150100
93203,Kern,Arvin; Bakersfield; Edmundson Acres,556194471,38985,48774,12132,0.3%,29414,36157,48131,34911,5280,1400,2014,861,555,366,69,15,22662,105.5,25.4,1.5%,0.5%,28.9%,9.4%,5602,166500
93206,Kern,Buttonwillow,387297222,38542,53214,15738,3.3%,44250,33438,43409,38958,485,136,182,76,45,21,9,16,1704,11.4,24.4,4.4%,0.4%,31.8%,11.0%,569,150800
93210,Fresno; Monterey; San Benito,Coalinga,1998457339,61038,81644,22138,5.5%,24489,60938,76250,50953,4699,1029,984,875,560,700,291,260,18336,23.8,32.3,7.4%,4.4%,17.0%,7.7%,5200,170800
93215,Kern; Tulare,Delano,367487359,43520,59382,14421,1.5%,28500,40797,52952,29365,12336,3110,3786,2368,1248,1118,518,188,54958,387.3,30.6,6.1%,1.5%,20.5%,11.7%,13180,184500
93221,Tulare,Exeter; Lindcove; Tooleville,340910824,49354,79814,27969,8.1%,27393,47269,70313,42104,4825,1239,1212,598,475,649,263,389,14129,107.3,37.6,13.4%,6.1%,17.6%,10.9%,5215,245600
93223,Tulare,Farmersville,6405102,39720,49893,13983,0.2%,59259,51841,37558,26520,2912,880,845,516,375,249,40,7,10716,4333.2,29.5,1.9%,1.3%,21.2%,12.5%,2953,153800
93230,Kings,Armona; Grangeville; Hanford; Hardwick; Home Garden,680346144,62239,79490,27058,4.6%,37151,62823,71259,47967,22204,3718,5200,4395,2924,3671,1274,1022,67605,257.4,33.5,11.9%,6.5%,11.4%,7.1%,23532,225600
93241,Kern,Lamont; Weedpatch,10684380,41563,49102,13073,1.0%,25461,39440,47000,33684,4022,1089,1468,813,315,235,61,41,16397,3974.8,27.2,1.7%,0.8%,26.5%,9.6%,4355,132100
93245,Kings,Lemoore; Lemoore Station,305280283,62292,75365,26165,4.2%,40131,62193,80129,56671,12213,2011,2899,2430,1993,1707,655,518,38480,326.5,28.4,15.5%,4.6%,12.0%,6.3%,12959,235300
93247,Tulare,El Rancho; Lindsay; Tonyville,196107721,34329,45660,14084,1.5%,32734,33142,39004,29500,5413,1999,1573,986,434,249,90,82,18234,240.8,31.5,4.3%,1.7%,29.0%,14.8%,5845,155700
93249,Kern,Lost Hills,578037169,33875,42751,12211,0.0%,31250,34135,46071,1,514,147,217,63,51,29,7,0,1875,8.4,24.0,1.2%,0.0%,22.6%,4.5%,569,126600
93250,Kern,Delano; McFarland,219045899,36299,47141,11489,0.0%,26458,35838,38834,22179,3678,978,1534,471,345,212,138,0,16191,191.4,26.7,2.4%,1.6%,27.4%,12.4%,3787,174000
93252,Kern; San Luis Obispo; Santa Barbara; Ventura,Maricopa; Taft,1759715275,36726,47845,13711,2.6%,32083,46711,36071,29135,569,198,186,88,56,6,20,15,2488,3.7,38.9,5.6%,1.9%,13.2%,12.6%,757,103800
93257,Tulare,East Porterville; Poplar-Cotton Center; Porterville; Woodville,1152444232,43893,62194,18725,2.5%,22564,46937,48930,33784,22264,7063,5431,3570,2026,2667,945,562,76519,172.0,31.4,7.6%,3.9%,24.7%,13.3%,23843,174200
93261,Tulare,Richgrove; Rodriguez Camp,21989992,21010,30514,9221,1.0%,18688,15066,28472,13833,681,385,171,70,43,5,0,7,2434,286.7,34.1,1.4%,0.5%,60.7%,39.3%,714,111700
93267,Tulare,Plainview; Strathmore,194694076,30781,51344,14480,4.3%,43594,25259,33224,31829,1863,716,614,218,72,41,121,81,6788,90.3,34.3,7.9%,0.9%,33.9%,18.5%,2018,141900
93268,Kern,Dustin Acres; Ford City; South Taft; Taft; Taft Heights; Valley Acres,108700085,39517,56656,20032,2.8%,23580,46281,45870,30496,6420,2282,1466,1072,596,543,284,177,18731,446.3,29.8,6.0%,2.3%,28.6%,10.0%,7188,140900
93274,Tulare,East Tulare Villa; Matheny; Tulare; Waukena; Woodville,554467742,53185,69688,20773,2.9%,36118,53470,65790,37134,21468,4340,5628,4196,2753,3132,790,629,74000,345.7,28.7,7.8%,2.8%,17.5%,6.8%,22873,209600
93277,Tulare,Visalia,103558199,59223,79206,27961,4.2%,34777,60396,78729,44140,18141,3370,4303,3214,2532,2879,1087,756,52271,1307.3,33.7,15.6%,7.2%,10.1%,5.0%,19250,225000
93280,Kern,Delano; Wasco,834129145,39429,50748,12880,1.2%,34342,39100,49583,29063,6255,1676,2079,1457,568,291,107,77,28138,87.4,29.8,2.7%,1.0%,20.9%,10.4%,6889,169100
93286,Tulare,Lemon Cove; Woodlake,221276216,42882,62243,18299,3.5%,26298,42578,45531,43669,2861,839,874,354,309,269,117,99,9906,115.9,29.4,6.6%,6.4%,28.3%,8.3%,3091,179600
93291,Tulare,Goshen; Patterson Tract; Visalia; West Goshen,219190246,61599,85165,25739,7.9%,52643,65099,70313,49727,17429,3851,3396,2660,2504,2424,1218,1376,59270,700.3,30.4,14.3%,8.6%,18.5%,5.6%,18345,267200
93292,Tulare,Farmersville; Linnell Camp; Seville; Visalia; Yettem,281510304,61498,81640,26945,4.4%,27404,64984,71839,49094,13594,2461,2646,3345,1743,1737,1059,603,42031,386.7,31.3,12.6%,7.5%,14.6%,4.5%,14184,224600
93301,Kern,Bakersfield,10828999,33324,57233,22774,2.6%,27352,36101,38527,29327,4698,1792,1210,727,377,270,201,121,12325,2947.8,30.2,12.3%,7.4%,31.9%,19.0%,5322,214500
93304,Kern,Bakersfield,19670067,40710,53284,17301,1.2%,35816,44138,46227,26913,14981,4150,4832,3130,1413,782,500,174,49115,6467.0,29.2,5.2%,3.3%,22.3%,11.2%,16084,158600
93305,Kern,Bakersfield,15370439,31471,43434,13243,1.2%,20684,28657,36916,32135,10701,4313,2909,1816,796,547,190,130,37902,6386.7,27.4,4.6%,2.5%,36.9%,17.1%,11855,153800
93306,Kern,Bakersfield,228145061,55133,75527,23761,4.9%,28013,53247,69723,45216,21865,4633,5353,3899,2674,3093,1150,1063,72280,820.5,31.3,10.6%,6.6%,16.3%,7.6%,23389,196800
93307,Kern,Bakersfield; Fuller Acres; Greenfield; Lamont; Weedpatch,359732079,38415,51071,14256,1.1%,52027,39457,39325,33400,22585,6701,6967,4223,2028,2235,188,243,86832,625.2,27.5,4.4%,1.1%,26.2%,13.9%,24269,160900
93308,Kern,Bakersfield; Oildale; Shafter,818436723,43717,61150,22727,2.8%,25122,52123,49298,35687,19488,5792,5109,3097,2146,2025,780,539,53981,170.8,33.7,10.4%,4.7%,18.9%,12.2%,21255,219100
93309,Kern,Bakersfield,27502058,50839,67221,25523,3.5%,35672,51495,57758,44795,21431,4674,5876,4357,2160,2753,867,744,58538,5512.8,31.8,14.4%,6.8%,16.5%,8.4%,22889,204900
93311,Kern,Bakersfield,438936609,98130,123827,40624,14.7%,30841,92781,119276,78534,14524,1327,2039,1934,2140,2840,2104,2140,45481,268.4,35.0,23.5%,14.6%,4.7%,3.8%,15542,298800
93312,Kern,Bakersfield; Greenacres; Rosedale,39399327,97671,116252,37814,11.4%,51495,99406,113875,68859,19616,1432,2097,3199,3420,4615,2614,2239,61628,4051.2,33.8,21.5%,10.7%,4.9%,5.6%,20207,298700
93314,Kern,Bakersfield; Rosedale; Shafter,256280508,111635,136045,44163,18.1%,58393,110359,128954,62257,9217,645,1100,1033,1004,2437,1327,1671,28963,292.7,36.3,20.1%,12.6%,2.9%,5.4%,9670,384000
93401,San Luis Obispo,Edna; Los Ranchos; San Luis Obispo,181064763,72107,102227,44112,12.6%,25000,80254,85642,73080,12261,2390,2076,1819,1610,1932,884,1550,28854,412.7,35.4,30.6%,20.9%,3.6%,3.2%,13422,689300
93405,San Luis Obispo,Avila Beach; Morro Bay; San Luis Obispo,227342804,45933,76178,21940,8.1%,15797,75962,109550,70676,8651,3086,1380,1237,666,1024,553,705,35898,409.0,21.8,21.7%,16.4%,7.4%,6.5%,9571,690000
93422,San Luis Obispo,Atascadero; Garden Farms; Templeton,156719048,82766,100319,39161,8.7%,41389,85339,96505,59938,12793,1236,2379,2353,2072,2356,1289,1108,33466,553.1,38.4,22.2%,10.3%,5.1%,3.3%,13287,520200
93433,San Luis Obispo,Grover Beach,5603260,64217,84428,33768,6.3%,48400,59417,85353,54831,5307,760,1087,1140,759,906,320,335,13535,6256.3,37.2,20.8%,10.8%,9.1%,3.6%,5973,493700
93436,Santa Barbara,Lompoc; Mission Hills; Vandenberg Village,567300996,62423,84703,27377,6.2%,41607,59466,82060,53057,17510,3054,3765,3438,2573,2483,1103,1094,56323,257.1,34.5,11.2%,6.5%,9.9%,9.1%,18194,340700
93437,Santa Barbara,Vandenberg AFB,100488729,69911,74618,25597,3.3%,40648,72057,195982,1,1022,35,319,243,234,115,42,34,3387,87.3,23.4,28.1%,15.4%,2.2%,7.0%,1072,1
93442,San Luis Obispo,Morro Bay,116211473,70580,84332,39925,4.9%,49330,74051,75980,54362,5056,878,1037,804,839,867,383,248,10917,243.3,50.7,22.3%,18.5%,8.4%,7.3%,6623,614500
93446,San Luis Obispo,El Paso de Robles (Paso Robles); Lake Nacimiento; Templeton; Whitley Gardens,1083254052,67766,90108,35841,7.2%,45870,82023,84568,54179,17500,2449,3893,3086,2068,3176,1568,1260,44636,106.7,40.7,17.7%,7.7%,7.0%,3.1%,19411,462700
93450,Monterey,San Ardo,439638135,50556,70305,19980,7.4%,50833,42917,59375,23438,204,31,69,49,18,22,0,15,767,4.5,27.3,7.2%,1.9%,12.4%,7.4%,242,277200
93451,Monterey; San Luis Obispo,San Miguel,1321366064,64882,82100,26848,2.5%,63079,64635,81000,62188,1412,247,173,442,199,207,108,36,4477,8.8,35.7,15.1%,4.1%,8.5%,6.1%,1555,378200
93454,San Luis Obispo; Santa Barbara,Garey; Santa Maria; Sisquoc,1105975935,64575,78585,23421,4.4%,44219,69474,66987,47903,11666,1869,2723,2265,1821,1778,701,509,40432,94.7,31.4,11.5%,5.5%,11.2%,4.7%,12394,349000
93455,Santa Barbara,Guadalupe; Los Alamos; Orcutt; Santa Maria,279997957,88874,106562,36645,9.2%,64149,100950,102576,55362,15518,1257,2624,2572,2395,3607,1629,1434,46175,427.1,37.8,18.8%,9.7%,3.5%,5.5%,16155,418500
93458,Santa Barbara,Santa Maria,70909645,58847,70638,16915,2.1%,57532,59818,70532,38636,13176,1879,3490,2844,1987,2257,446,273,57256,2091.3,26.4,5.3%,2.3%,15.8%,5.9%,13590,323600
93505,Kern,California City,202610962,49014,64982,20644,2.8%,49549,42200,61008,27253,4205,1170,996,726,458,583,154,118,13774,176.1,34.9,6.6%,4.5%,18.4%,19.1%,4795,124300
93514,Inyo; Mono,Benton; Big Pine; Bishop; Chalfant; Dixon Lane-Meadow Creek; Mesa; Paradise; Round Valley; Swall Meadows; West Bishop; Wilkerson,2889810684,63849,77576,33996,4.2%,24135,70260,71776,46899,5968,905,1508,1226,852,917,311,249,14175,12.7,45.9,18.5%,12.4%,5.9%,5.3%,6821,316200
93516,Kern; San Bernardino,Boron,49946983,49318,57009,25361,0.6%,41129,49750,78750,38542,966,371,115,151,156,141,26,6,2244,116.4,38.2,10.9%,1.5%,26.4%,7.4%,1190,70200
93534,Los Angeles,Lancaster,46020157,41537,51358,19401,1.2%,31500,49633,46750,24288,14161,4759,3611,2631,1352,1256,375,177,39367,2215.6,33.2,10.6%,5.8%,21.7%,6.8%,15883,224800
